felt:feature,felt:has_geometry,felt:h3_index,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,geometry,intersects
29256,True,,29256,114991,AC; OVERHEAD,NOT AVAILABLE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,WILSON DAM,NOT AVAILABLE,351.297010461569,"MULTILINESTRING ((-87.62438597599997 34.793489523000076, -87.62491840899997 34.79604388200002))",True
29664,True,,29664,115448,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014.0,IMAGERY,2017.0,NOT AVAILABLE,161.0,100-161,Y,NANCE,TAP155253,2379.95331850863,"MULTILINESTRING ((-87.30855014499998 34.715477389000064, -87.308471711 34.72092804400008, -87.30842892799996 34.72257489200003, -87.30839327599989 34.725593050000036, -87.30838614599999 34.72861109900002, -87.308307712 34.73280102200008, -87.30813386899996 34.73300229900011))",True
29711,True,,29711,115519,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,SHOALS,WILSON DAM,7481.46109088015,"MULTILINESTRING ((-87.62438597599997 34.793489523000076, -87.62547144999999 34.79319024900005, -87.63089767799991 34.791615077000095, -87.63449852599996 34.79049077300007, -87.64535573599991 34.787152905000056, -87.64679476499994 34.78571751600006, -87.64993826499996 34.783470516000065, -87.65185876499996 34.78149671500006, -87.65412256499998 34.77917031500003, -87.65529196499996 34.777337315000075, -87.65716416500001 34.77432561500007, -87.65912216499999 34.77116841400006, -87.66055986499995 34.76885051400004, -87.6635102649999 34.76751971400004, -87.665688265 34.76650621400005, -87.66804856499992 34.76541331400003, -87.66980916499992 34.76355931300003, -87.67171786499995 34.76176431300007, -87.67294096499995 34.76065381300006, -87.67226220599997 34.76058674600005, -87.67152539899999 34.76042565400007))",True
29855,True,,29855,115719,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,MORGAN ENERGY CENTER,TAP155269,4789.72740123973,"MULTILINESTRING ((-87.063975628 34.63879888300002, -87.06449587799995 34.638447468000045, -87.06455913099992 34.63558884500004, -87.06458289899996 34.633910932000035, -87.06936976900002 34.63387964200003, -87.07038703799992 34.63481833900003, -87.071551668 34.634826162000046, -87.072217172 34.63419254300004, -87.078392091 34.63420818700008, -87.07825898999994 34.63495132100006, -87.07827325099996 34.640129600000094, -87.07824948299992 34.64370414500009, -87.07823522199999 34.647528816000005, -87.07823522199999 34.652436494000014))",True
30643,True,,30643,116813,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,CHEROKEE,TAP154397,7559.35472046787,"MULTILINESTRING ((-87.89576355699998 34.764164678000036, -87.89643969999996 34.76461300000008, -87.8991642999999 34.7664195, -87.90203129999995 34.768320400000036, -87.9034417999999 34.76925550000004, -87.90473619999999 34.770113699999996, -87.90635679999998 34.771188200000026, -87.90789689999997 34.77220920000006, -87.909344 34.77316860000003, -87.91119109999997 34.77439310000005, -87.91296179999999 34.7755671, -87.91477999999996 34.776772400000006, -87.91670629999993 34.778049400000036, -87.91850489999993 34.779241700000085, -87.92033180000001 34.78045280000005, -87.92192679999998 34.781510200000035, -87.92362929999992 34.78263880000006, -87.92501419999992 34.78355680000003, -87.92728759999993 34.785063800000025, -87.92932929999989 34.78649290000003, -87.93250859999992 34.78871840000007, -87.93451159999991 34.79012040000002, -87.93636239999992 34.791415800000046, -87.93824939999995 34.792736600000104, -87.93825029999994 34.79435070000008, -87.938251 34.79551220000005, -87.93825179999997 34.79695760000005, -87.93825249999993 34.79813380000007, -87.93825359999994 34.799984700000024, -87.93825489999995 34.80218210000003, -87.93814995999999 34.802868258000025, -87.93805726499998 34.80339519900007))",True
30888,True,,30888,117089,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,SHOALS,TAP153525,3379.99064111327,"MULTILINESTRING ((-87.67152539899999 34.76042565400007, -87.67066530499993 34.76080149900001, -87.67061742699994 34.76243180200007, -87.66953420199998 34.763388568, -87.66783003799996 34.76528058800008, -87.66030747499997 34.76867791500006, -87.65769129999994 34.77293080000007, -87.65700459999991 34.773983900000104, -87.65643059999998 34.77492240000002, -87.65588349999999 34.77581250000002, -87.65495009999997 34.77730160000002, -87.65387449999993 34.779049500000006, -87.653752304 34.77917164200003))",True
31000,True,,31000,117234,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,UNKNOWN111055,TAP154393,6700.38491747657,"MULTILINESTRING ((-87.623999003 34.82743899300004, -87.62394096699997 34.82697355500003, -87.62308859999996 34.82723920000002, -87.62283339999995 34.8264263, -87.62197599999993 34.82491020000005, -87.62216739999995 34.82377390000008, -87.62221039999999 34.82145460000003, -87.62221039999999 34.820285200000086, -87.62224789999995 34.81816620000006, -87.62229779999996 34.81645470000003, -87.62225659999994 34.81483390000006, -87.62201779999997 34.812008600000084, -87.62207149999993 34.81082820000004, -87.62296729999998 34.80986370000006, -87.62360840000002 34.80899600000006, -87.62638799999992 34.80834040000004, -87.62875379999993 34.80774410000005, -87.63014109999996 34.80734870000007, -87.62993349999994 34.805558900000015, -87.63150969999995 34.80498160000008, -87.63311350000002 34.8046557000001, -87.63465109999999 34.803525400000076, -87.63730639999994 34.80313340000006, -87.64011789999991 34.80265140000008, -87.63966719999999 34.79807030000005, -87.63890549999998 34.79102180000006, -87.63806839999991 34.78999070000003))",True
31032,True,,31032,117261,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2019.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP153525,DEADEND167057,6432.95875642024,"MULTILINESTRING ((-87.653752304 34.77917164200003, -87.65430081299994 34.779407944000035, -87.66084294699994 34.778612422000045, -87.66566784599993 34.78751402500007, -87.66876956600001 34.7932527080001, -87.67031578199996 34.79342595700007, -87.67230505199996 34.792510996000054, -87.67553155400002 34.791131980000074, -87.67819832099997 34.79033266600001, -87.681014826 34.789416228000036, -87.68295429199999 34.78881892800005, -87.684080894 34.78792589700003, -87.69077469599992 34.78585233600006, -87.697225771 34.78382075700004))",True
31102,True,,31102,117356,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP154396,TUSCUMBIA,2072.64797940105,"MULTILINESTRING ((-87.67890297799993 34.70894970100007, -87.6789884 34.71077690000002, -87.67907054199996 34.714154616, -87.67909569999998 34.71730310000005, -87.67911719999995 34.719410700000005, -87.67925593199999 34.723587689000084, -87.67998883599999 34.7238638090001))",True
31160,True,,31160,117421,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014.0,IMAGERY,2017.0,ALABAMA POWER CO,161.0,100-161,Y,TAP153519,WILSON DAM,56684.2709899173,"MULTILINESTRING ((-87.62438597599997 34.793489523000076, -87.6255940969999 34.792855198000034, -87.62682169999995 34.79252580000007, -87.62804479999997 34.792155800000046, -87.62951739999993 34.791693200000076, -87.630727 34.79130990000005, -87.63261800000001 34.79065570000002, -87.63397789999999 34.790205000000036, -87.63513659999998 34.78908740000003, -87.63517679999998 34.788037500000016, -87.63523050000003 34.787232600000024, -87.63525189999999 34.78554960000006, -87.63473430000005 34.78415300000004, -87.63398719999996 34.78208370000004, -87.63535379999998 34.78096970000006, -87.63539409999998 34.779292300000094, -87.6354039999999 34.77817950000006, -87.63542869999996 34.77694780000002, -87.63543989999992 34.77574660000008, -87.6354757 34.77426180000001, -87.63549799999997 34.77285420000003, -87.63551779999999 34.77159800000002, -87.6355474999999 34.770500400000074, -87.63556109999996 34.76928590000009, -87.6355821 34.76802760000007, -87.63560190000001 34.76698890000004, -87.63562169999996 34.76575500000005, -87.635644 34.76453830000002, -87.63566009999998 34.763342000000065, -87.63568479999995 34.761787900000066, -87.63569970000002 34.76099400000006, -87.63571949999995 34.75997450000008, -87.63574049999997 34.75908710000002, -87.63575259999999 34.75821229999999, -87.63577369999993 34.75789010000008, -87.63581449999998 34.757094200000054, -87.63587509999996 34.75635920000008, -87.63588630000001 34.75549720000005, -87.63593949999992 34.75414630000003, -87.6358603 34.75349160000004, -87.6357885 34.7528725, -87.635593 34.751223700000054, -87.63548039999993 34.750442900000024, -87.63538149999994 34.749107100000046, -87.63540989999994 34.74798580000005, -87.63497099999994 34.74606070000003, -87.63488349999987 34.744728100000025, -87.63478459999996 34.74322200000005, -87.63468979999995 34.74177780000007, -87.63460139999991 34.740432500000075, -87.6345077999999 34.73900700000006, -87.63441639999996 34.73764190000004, -87.63432670000002 34.73628020000009, -87.6342689999999 34.734934400000036, -87.63420049999999 34.73355010000005, -87.63410789999998 34.73217270000004, -87.63402009999999 34.73080820000004, -87.63392629999996 34.72956710000002, -87.63381329999996 34.72746330000008, -87.63373399999995 34.726373400000064, -87.63367979999995 34.725224100000084, -87.63359569999992 34.72381790000004, -87.63350909999996 34.722569800000045, -87.63345259999996 34.721184300000075, -87.63336000000002 34.71983240000003, -87.63325899999991 34.71845680000003, -87.63317489999999 34.717458600000064, -87.63306429999989 34.715934700000055, -87.63293919999997 34.71455900000009, -87.63284300000001 34.71342040000006, -87.6326938999999 34.711317300000076, -87.63261219999997 34.710210300000035, -87.6325255999999 34.708945200000045, -87.63240059999998 34.70761880000006, -87.63229240000001 34.70627650000005, -87.63220579999994 34.704961900000065, -87.63213849999995 34.70372440000009, -87.63207349999996 34.70248890000002, -87.63196529999999 34.70112080000005, -87.63190839999997 34.70015590000006, -87.63181879999992 34.69863790000009, -87.63173729999993 34.69725750000003, -87.63166649999991 34.69605770000004, -87.63158620000002 34.69469760000004, -87.63150549999997 34.693330599999996, -87.63142369999996 34.691945200000085, -87.63136360000001 34.6909267, -87.63128149999994 34.689534499999986, -87.63120129999997 34.688176500000026, -87.63111679999999 34.68674500000003, -87.63103570000001 34.68537050000006, -87.63095489999998 34.68400050000004, -87.63087399999993 34.682630400000036, -87.63080809999995 34.68151300000003, -87.63073250000001 34.68023170000006, -87.63064020000002 34.678668500000036, -87.6305575 34.677266900000085, -87.63047689999998 34.67590180000006, -87.63041519999999 34.67485640000007, -87.63033149999998 34.673437700000065, -87.63025800000003 34.672192300000056, -87.63017889999995 34.670851700000114, -87.63013389999999 34.67008830000006, -87.63004649999995 34.668606800000084, -87.62996519999997 34.66722840000004, -87.62989359999997 34.66601550000006, -87.62981099999998 34.66461520000009, -87.62973089999998 34.66325810000005, -87.62964899999996 34.66187020000005, -87.62956739999994 34.660487400000065, -87.62948759999999 34.65913460000006, -87.62940629999991 34.657755900000005, -87.62934149999994 34.65665850000003, -87.62928759999998 34.65574480000003, -87.62921559999995 34.65452469999999, -87.62915000000002 34.65341250000004, -87.62907899999998 34.65220780000003, -87.62900839999998 34.65101200000006, -87.62893759999996 34.64981190000005, -87.6289303999999 34.64873780000005, -87.6289728 34.647333000000046, -87.62901119999994 34.64606120000003, -87.6290529999999 34.64467440000001, -87.62908929999992 34.64347150000003, -87.62912549999996 34.64227260000005, -87.62916339999995 34.64101810000007, -87.62919709999994 34.63990040000009, -87.62923299999997 34.63871140000003, -87.62925449999993 34.63799910000005, -87.6292804 34.63713850000005, -87.62930889999996 34.63619510000009, -87.62934279999997 34.63507100000001, -87.62938490000003 34.63367610000008, -87.62943209999999 34.63211270000004, -87.62946129999997 34.63114350000007, -87.6294943 34.63004940000005, -87.6295311 34.62883280000005, -87.62956759999996 34.627621900000065, -87.62960359999998 34.62642840000009, -87.62963739999998 34.625308700000076, -87.62968059999996 34.623991000000046, -87.62972039999994 34.62277410000005, -87.62976059999994 34.621547500000084, -87.62979919999997 34.62037180000002, -87.62983860000001 34.61916900000003, -87.6298786 34.61794780000004, -87.6299188 34.61672110000004, -87.62995639999997 34.615573000000005, -87.62999699999999 34.61433470000005, -87.63003669999995 34.61312150000002, -87.63007579999996 34.61193000000006, -87.63011789999993 34.610643800000055, -87.63015260000002 34.60958320000002, -87.6302239999999 34.607404300000056, -87.63025499999995 34.60645830000006, -87.63030539999991 34.60492030000005, -87.63038569999998 34.60247, -87.63042559999995 34.601250500000035, -87.63046299999999 34.60010870000008, -87.63049769999999 34.59905130000002, -87.63081899999997 34.59773720000006, -87.63135439999996 34.59554730000009, -87.63162499999999 34.594440200000044, -87.63192309999992 34.593221100000065, -87.63222329999996 34.591992800000085, -87.63248799999994 34.590910200000046, -87.63279779999995 34.58964310000004, -87.63309309999994 34.58845850000008, -87.6333836 34.5872936000001, -87.63369079999997 34.586061400000034, -87.63390709999999 34.58519380000004, -87.63423379999996 34.5838836, -87.63464509999994 34.58223370000004, -87.6351152 34.58031730000006, -87.63542479999991 34.57905510000002, -87.63579779999996 34.57753430000001, -87.63630589999994 34.57546260000001, -87.63662649999995 34.57415530000005, -87.63690199999994 34.57303200000003, -87.63717999999992 34.57189880000003, -87.63761359999994 34.570130700000014, -87.6379009999999 34.56895890000004, -87.63811479999997 34.56808500000002, -87.63838929999996 34.566963600000065, -87.63881299999996 34.56523200000007, -87.63925699999993 34.563417600000065, -87.63957400000001 34.56212250000003, -87.63986429999994 34.56093580000006, -87.6401547999999 34.55974890000005, -87.64042879999992 34.558629200000006, -87.64069390000003 34.557545600000026, -87.6409402 34.556539100000016, -87.64128739999995 34.55512000000002, -87.64150479999998 34.55391690000002, -87.64172309999998 34.55270830000008, -87.64193809999998 34.55151769999999, -87.6421478999999 34.55035620000007, -87.64236499999997 34.54915430000005, -87.64281999999997 34.54663560000005, -87.64303899999994 34.545423000000056, -87.64325789999998 34.54421110000001, -87.64347169999998 34.543027500000065, -87.64359239999999 34.54235890000005, -87.64390399999998 34.540634000000054, -87.64417489999992 34.53913400000001, -87.64453289999997 34.53715160000004, -87.64475099999996 34.535943900000035, -87.64502479999996 34.53478550000003, -87.64531889999994 34.53352350000006, -87.64560369999995 34.53235210000002, -87.6459235 34.531036200000045, -87.64617489999996 34.53005310000003, -87.64645749999995 34.52889790000007, -87.64672959999992 34.527724100000086, -87.64708319999997 34.52635750000009, -87.64732409999996 34.52537360000006, -87.6476049 34.524175500000034, -87.64776259999994 34.52358140000005, -87.64824099999996 34.52166490000008, -87.64856339999996 34.52026820000002, -87.64883729999997 34.51918290000001, -87.64912159999994 34.51798040000003, -87.6493849999999 34.516826400000056, -87.64970389999996 34.51557530000006, -87.64998819999994 34.51443280000006, -87.650269 34.51325880000006, -87.65064689999997 34.51177910000007, -87.65120499999996 34.50952530000002, -87.65148919999993 34.50831120000003, -87.65181859999996 34.506968600000015, -87.65206819999992 34.5058288000001, -87.6523559 34.50476890000007, -87.6529659999999 34.50228350000001, -87.65321559999997 34.50133500000007, -87.65348599999997 34.500152300000046, -87.65375289999994 34.49898670000006, -87.6539055 34.49820670000001, -87.65413079999992 34.496978200000086, -87.6545052 34.49495250000007, -87.65486769999997 34.49300820000005, -87.65505649999994 34.491943500000055, -87.65538739999992 34.490016000000004, -87.65585559999992 34.48731070000008, -87.65611539999993 34.48590450000005, -87.65633110000002 34.48467800000003, -87.6565689 34.48338890000005, -87.65678949999992 34.48214220000008, -87.65705179999995 34.4806692000001, -87.65734350000001 34.47908700000006, -87.65753219999989 34.47805650000001, -87.65774789999995 34.47688250000005, -87.65798819999996 34.475522500000075, -87.65819409999993 34.47434850000007, -87.65841709999995 34.473089500000086, -87.658623 34.47192550000002, -87.65882159999991 34.47081, -87.65893919999992 34.46996940000006, -87.65912799999991 34.46825970000006, -87.65930689999996 34.46675610000006, -87.65944419999992 34.46545060000004, -87.65958149999997 34.464229900000056, -87.65972859999991 34.46299100000007, -87.65986339999992 34.46175810000003, -87.66000309999997 34.460590000000046, -87.66003989999994 34.459773400000046, -87.66009380000003 34.4585547, -87.6601404 34.45702670000006, -87.6602064999999 34.45528640000005, -87.66027269999991 34.454079700000094, -87.66032909999998 34.452879100000054, -87.66038789999999 34.45166830000006, -87.66039529999989 34.45051820000005, -87.6603585 34.44865250000002, -87.660312 34.44751850000006, -87.66029039999992 34.44630160000001, -87.66023239999998 34.44529110000006, -87.66019259999993 34.444081800000056, -87.66013539999994 34.442892600000015, -87.6601024 34.44167900000009, -87.6601024 34.44108000000007, -87.6601371 34.439843500000016, -87.66024279999995 34.43743910000006, -87.66025839999999 34.43650420000005, -87.6602879 34.43548200000001, -87.6604074999999 34.43181510000003, -87.66044909999995 34.43126040000004, -87.66045599999998 34.42949190000007, -87.66054790000001 34.42771910000001, -87.66063629999996 34.425224300000046, -87.66062939999993 34.42435930000001, -87.66074029999994 34.42196440000007, -87.66075119999995 34.421035800000055, -87.6607571 34.41992930000005, -87.66088449999992 34.41731510000005, -87.66090869999995 34.41633240000007, -87.66094070000001 34.41503210000004, -87.66095629999992 34.41440110000007, -87.66098349999994 34.41329690000004, -87.66098759999991 34.411444600000024, -87.6603684 34.410405900000036, -87.6596526 34.40923760000005, -87.65933879999992 34.408734199999984, -87.65871139999994 34.40772030000007, -87.65792969999998 34.40644180000004, -87.65732299999993 34.405466500000045, -87.65653779999994 34.40415230000007, -87.65580809999994 34.40293670000003, -87.65513899999996 34.401789700000045, -87.6540089 34.399960500000105, -87.65331209999995 34.39883640000007, -87.65176080000003 34.39639510000005, -87.65093229999995 34.39506780000003, -87.65031529999995 34.39402660000012, -87.64961499999997 34.39294530000007, -87.6488073 34.39166080000005, -87.6482837999999 34.39083980000005, -87.64711209999993 34.38898610000009, -87.64651929999995 34.38799920000002, -87.64571850000003 34.386517300000044, -87.64545798299996 34.386023468000054))",True
31330,True,,31330,117612,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.mei.ms/2014/08/15/mississippis-electricity-generation/, EIA 861",2014.0,IMAGERY,2019.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,TAP154398,TAP154399,12553.8435845809,"MULTILINESTRING ((-87.97247882199997 34.743687651000066, -87.98318676899996 34.744164972000064, -87.99185257199998 34.745383651000026, -87.99719561200001 34.74615312900001, -88.00371278999994 34.74699290500009, -88.01029651899994 34.747973285000036, -88.01949472400001 34.74926221300005, -88.02672494099996 34.75026209400008, -88.03249512999996 34.75104526300006, -88.03416912999997 34.7514612630001, -88.04699412999993 34.754645267000086, -88.05085112999993 34.75560326800008, -88.06016512999994 34.75791627000009, -88.06144812999996 34.75823427100001, -88.06991613 34.760337273000054, -88.0707341299999 34.760540273000025, -88.07669347299999 34.762006953000046, -88.07748969999992 34.76218756900003, -88.07756463499999 34.763704640000036, -88.07767396799994 34.7663249390001))",True
