felt:feature,felt:has_geometry,felt:h3_index,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,geometry,intersects
15689,True,,15689,163635,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019.0,IMAGERY,2019.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,OAKLAND,TAP156158,13226.9615149683,"MULTILINESTRING ((-87.67375699999995 34.87318500000001, -87.67844299999997 34.87322300000002, -87.68156099999996 34.87323500000009, -87.6864209999999 34.87327500000008, -87.69030999999994 34.87331200000006, -87.69155199999989 34.87334300000005, -87.69241499999994 34.873146000000034, -87.69433599999992 34.873155000000054, -87.696001 34.873155000000054, -87.69709999999999 34.87330300000006, -87.698774 34.873332000000076, -87.701623 34.87328000000003, -87.70369599999997 34.87330900000004, -87.70823299999998 34.87333500000006, -87.71326199999997 34.87340600000006, -87.71613699999997 34.873400000000075, -87.719523 34.87341399999998, -87.72508599999999 34.87344300000005, -87.72683299999991 34.87346600000003, -87.731487 34.873269000000036, -87.73804599999997 34.873246000000066, -87.74251199999995 34.87326000000004, -87.7469179999999 34.873269000000036, -87.75020399999993 34.87329500000002, -87.75463899999994 34.87332000000007, -87.76025499999999 34.87335200000009, -87.76527999999992 34.873432000000044, -87.768901 34.87342900000007, -87.77243299999999 34.87346000000008, -87.77556499999994 34.87347100000002, -87.77563099999992 34.870947000000065, -87.77564199999993 34.86927100000004, -87.77582499999987 34.86850000000004, -87.77583899999998 34.865962, -87.77586499999997 34.86257300000002, -87.7758849999999 34.86230700000002, -87.77862699999994 34.86229900000009, -87.77900593899993 34.861933817000036))",True
15752,True,,15752,157609,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2019.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156205,UNKNOWN156930,135.750038879893,"MULTILINESTRING ((-87.01891800000001 34.57880000000002, -87.01790489899996 34.579358854000056))",True
15831,True,,15831,156799,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2019.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156206,UNKNOWN156931,5600.9964209699,"MULTILINESTRING ((-87.05161194700001 34.60658583700004, -87.05153714399998 34.60638694500003, -87.04859757199999 34.606031829000045, -87.04761935699996 34.60597598800006, -87.04358953399992 34.605940998000065, -87.04177863599993 34.605922999000065, -87.03983573899995 34.60591399900002, -87.03794369599996 34.60590300500011, -87.0369073099999 34.605937883, -87.03598387799993 34.60606682600008, -87.03522457699992 34.60633417200009, -87.034465338 34.60660045600003, -87.03377299999988 34.607255000000066, -87.03154599999995 34.60959800000004, -87.0313649999999 34.61565200000006, -87.03129099999997 34.61970800000002, -87.02573699999994 34.61962800000003, -87.01610099999998 34.619460000000046, -87.01611199999999 34.61891700000008))",True
16855,True,,16855,175061,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2020.0,IMAGERY,2020.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,CHEROKEE,TAP173390,18343.7307510535,"MULTILINESTRING ((-87.83351991199994 34.845296702000056, -87.83093115100002 34.84413848900006, -87.82795423199995 34.84279871900001, -87.826216914 34.84200988300009, -87.82232281599997 34.840253783000044, -87.81784729999995 34.83819380000003, -87.81619040000001 34.83745270000006, -87.81476809999995 34.83681660000009, -87.81209949999996 34.83562300000002, -87.81049609999994 34.834905800000044, -87.80925935699997 34.83435265400005, -87.809918564 34.82361442500005, -87.81188536399998 34.81815103500004, -87.81902288600001 34.797947981000064, -87.82187504299999 34.791862188000025, -87.82793587599996 34.77893570700005, -87.82946177999997 34.77589802200003, -87.8311873339999 34.77393010500002, -87.835151832 34.769388879000076, -87.84410285099999 34.76264881600002, -87.84914166099995 34.758864612000025, -87.8600796819999 34.750674672000045, -87.86147248500004 34.74874130600004, -87.86021753599995 34.74674149300005, -87.85748421999993 34.743155771000005, -87.85549246299996 34.74126910400003, -87.85287798599997 34.74237845400004, -87.85167101900001 34.74337403900008, -87.85096675599996 34.74306594800001))",True
17409,True,,17409,166128,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP155271,TRINITY,6651.00591727762,"MULTILINESTRING ((-87.01560719699998 34.62791399700003, -87.01530436499995 34.62791149700006, -87.01536853799992 34.62432649200006, -87.01538992899995 34.619972645000104, -87.01582488299996 34.619626439000044, -87.03134061600001 34.61989636200007, -87.03271678199995 34.61993157000005, -87.0327595639999 34.61911593100004, -87.03395033899992 34.61791299600005, -87.03753692699995 34.614151510000084, -87.0394336109999 34.61215040100007, -87.04456749299997 34.61223842800008, -87.05141979899997 34.61234992800009, -87.05149823399996 34.61004947800009, -87.052296838 34.61008469000009, -87.052959964 34.60962694000002, -87.05237527199989 34.60895204700005, -87.05233979399995 34.60867066300005, -87.05506218100003 34.60872575800007))",True
18181,True,,18181,100267,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2014.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,UNKNOWN114962,TAP154401,61.785456931625,"MULTILINESTRING ((-87.80818823599996 34.722141325000024, -87.80803968599993 34.72258087200006))",True
18687,True,,18687,100965,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2015.0,IMAGERY,2016.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,WHEELER DAM,TAP155256,34654.9927990674,"MULTILINESTRING ((-87.30831323399993 35.036609394000045, -87.30853709999997 35.03593250000009, -87.30906139999993 35.03439510000003, -87.3095574 35.03283330000004, -87.31033259999998 35.03039320000005, -87.31118379999992 35.02771410000001, -87.31212359999996 35.02475590000005, -87.31297749999997 35.02206810000007, -87.31377539999994 35.01955640000003, -87.31452069999995 35.01720990000008, -87.3155053999999 35.014109700000034, -87.31666939999998 35.01044540000002, -87.31788509999991 35.00661780000007, -87.319599963 35.00122407400002, -87.32096979999993 34.996999100000004, -87.32183309999988 34.99420380000005, -87.32274359999992 34.991570600000045, -87.32364299999993 34.98903060000006, -87.3246508 34.98626110000006, -87.3257401 34.98325990000004, -87.3270055 34.97961240000004, -87.32783709999995 34.97743490000001, -87.32886310000002 34.974553700000044, -87.32959979999995 34.97253530000003, -87.33058049999994 34.96983920000005, -87.3318912 34.966976200000055, -87.33304369999993 34.96441690000006, -87.33372160000002 34.96282060000001, -87.33522209999997 34.95959070000005, -87.33659159999995 34.956542200000065, -87.3378118999999 34.95390850000002, -87.33948409999995 34.95028560000001, -87.34047839999992 34.94806660000007, -87.34186589999995 34.94505100000003, -87.34313139999996 34.94229470000005, -87.34441050000002 34.93954190000007, -87.34570759999995 34.93665200000005, -87.34706339999997 34.933717500000064, -87.34819329999989 34.93121270000008, -87.34958729999994 34.928168100000036, -87.35087359999997 34.92533809999999, -87.35196279999994 34.92301470000005, -87.3529028 34.920409500000055, -87.35375250000001 34.91809700000006, -87.35493210000001 34.914895099999995, -87.35636939999995 34.910955400000034, -87.35694790000001 34.90936910000009, -87.3584936 34.9051327, -87.35953309999994 34.902286000000046, -87.36049119999994 34.89964320000008, -87.36146289999989 34.89702610000007, -87.36271939999997 34.89359720000004, -87.36370919999999 34.890842800000016, -87.36489779999994 34.887599000000094, -87.36587400000002 34.88492230000001, -87.3671621 34.88138160000006, -87.368057 34.87891600000005, -87.36919589999995 34.87586460000004, -87.37082749999998 34.87137050000009, -87.37177659999995 34.86876370000002, -87.37278899999995 34.8659270000001, -87.37383759999992 34.86298620000011, -87.37469629999994 34.8595448, -87.37551129999999 34.85657700000008, -87.3764399999999 34.85292160000008, -87.37712709999994 34.85020350000004, -87.3778859 34.84734510000005, -87.37853529999991 34.84486820000006, -87.37922759999995 34.84213230000009, -87.37994479999998 34.83931320000007, -87.38060119999992 34.83672920000005, -87.38127130000001 34.83409100000003, -87.38209889999999 34.831143399999995, -87.38291749999996 34.82779930000002, -87.38359709999993 34.82495600000003, -87.38429579999996 34.82235980000002, -87.38501059999997 34.819602, -87.38577849999996 34.81654870000007, -87.38633169999999 34.81428750000002, -87.38606329999998 34.81124570000003, -87.385745102 34.80800553600006, -87.38545750999997 34.80481181800006, -87.38517989999995 34.80157340000003, -87.38491069999996 34.79830850000006, -87.38466869999998 34.79514460000002, -87.38455459999997 34.79404400000002, -87.38378879999998 34.79406480000009, -87.38358756399997 34.79578667800004, -87.38369646499999 34.796492609000005, -87.38353289799991 34.79672158799999))",True
19252,True,,19252,101773,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2014.0,TENNESSEE VALLEY AUTHORITY,-999999.0,100-161,Y,TAP154388,TAP154389,10934.9548122721,"MULTILINESTRING ((-86.982705 34.82620060000002, -86.98457999999991 34.82622900000006, -86.98618100000002 34.826253200000046, -86.98748739999999 34.82686950000007, -86.98886939999994 34.82752160000006, -86.99040589999998 34.82824649999999, -86.99167289999994 34.82884420000001, -86.99334179999998 34.82963160000003, -86.99466079999993 34.83025390000006, -86.99614069999997 34.83095210000006, -86.99750439999994 34.83159540000004, -86.99885959999992 34.832234800000066, -87.00029019999991 34.83290970000003, -87.00179529999998 34.83361970000001, -87.00309219999998 34.834231500000016, -87.0045294 34.83490960000007, -87.00588639999994 34.83554970000004, -87.00730639999998 34.83621960000003, -87.00858739999991 34.83682390000008, -87.01003630000001 34.83750740000006, -87.01150809999993 34.83820170000007, -87.01296059999994 34.838886900000034, -87.01398079999997 34.83936820000002, -87.0151249999999 34.83990790000009, -87.0166435 34.840624200000065, -87.01793059999993 34.841231400000055, -87.01961069999999 34.842023900000065, -87.02120469999996 34.84277579999999, -87.02257559999997 34.84342240000006, -87.02409179999997 34.84413770000005, -87.02569169999997 34.8448923, -87.02737869999997 34.845688100000096, -87.02909789999995 34.84649900000002, -87.03055559999996 34.84718660000003, -87.03215930000002 34.84758270000003, -87.0341089 34.84806420000008, -87.0357956 34.84848080000008, -87.03767399999994 34.84894480000004, -87.03942169999995 34.84937650000004, -87.04055469999996 34.84965630000005, -87.04226539999996 34.85001260000008, -87.04573459999996 34.85073520000004, -87.04738209999994 34.851078300000005, -87.04889939999993 34.85139440000005, -87.05052189999999 34.85173230000003, -87.05255450000003 34.852155700000004, -87.05375449999993 34.85240560000006, -87.05521499999999 34.85270980000007, -87.05641369999995 34.85295950000006, -87.05698189999995 34.85320350000006, -87.05884529999993 34.854004, -87.06005309999992 34.854522800000005, -87.06166249999998 34.85521410000007, -87.06276510000001 34.855687700000004, -87.06432999999997 34.856359899999994, -87.06617029999991 34.857150499999996, -87.06721019999995 34.857597100000106, -87.06920919999999 34.858455800000044, -87.07060079999992 34.8590535000001, -87.07126949999997 34.85934080000004))",True
19293,True,,19293,101834,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.tva.com/power/projects/hunstville_al/205817webmap_adj_pref.pdf",2014.0,IMAGERY,2015.0,TENNESSEE VALLEY AUTHORITY,500.0,500,N,BROWNS FERRY,MADISON,73359.9613908897,"MULTILINESTRING ((-87.11705751299992 34.70520874500008, -87.11708090499994 34.705938744000036, -87.11641871499992 34.70674970600001, -87.11518053699993 34.70914206400006, -87.11335016999998 34.711706169000024, -87.10712934199992 34.719759942000074, -87.10585639999992 34.72000090000007, -87.09556563999996 34.72192175400003, -87.0882355969999 34.72497705300006, -87.07569561499996 34.73018095900005, -87.06944249999998 34.73154800000001, -87.06621129999999 34.73230090000004, -87.06272359999998 34.73311370000002, -87.05885279999991 34.734015700000036, -87.05606249999991 34.73466590000001, -87.0527787999999 34.735431100000056, -87.04965539999993 34.73615890000004, -87.0461718 34.73697070000002, -87.04210120000003 34.73791920000007, -87.03870119999992 34.73802820000004, -87.03478279999996 34.738153900000036, -87.01889966699999 34.738744031000046, -87.00369767099997 34.739283100000065, -87.00113850000001 34.73923290000006, -86.97867475 34.73843933899999, -86.96745930099998 34.73809672900006, -86.964328401 34.73800182900007, -86.95648339999995 34.737878300000055, -86.95289100000001 34.737769300000046, -86.95035899999996 34.73847470000004, -86.9475373 34.740123300000064, -86.94590549999997 34.741806600000054, -86.93111028299991 34.75721099400002, -86.91871290799995 34.77004325700003, -86.91643118299996 34.77125374500001, -86.90690369999997 34.775617600000025, -86.90377439999996 34.777117300000015, -86.90181299999988 34.778933100000096, -86.8951496 34.78510160000004, -86.8927599999999 34.787313500000046, -86.89065259999997 34.78926430000008, -86.88832699999996 34.79141690000006, -86.88590599999998 34.79285730000003, -86.88299379999995 34.794589800000004, -86.88019519999989 34.79625470000007, -86.87795954299997 34.79758467300008, -86.87455379999992 34.79862180000004, -86.87091489999997 34.79961270000007, -86.86723409999999 34.800615000000064, -86.86428759999993 34.802440000000054, -86.86103279999996 34.804456000000066, -86.85773909999993 34.80551310000003, -86.85449149999992 34.805802000000014, -86.85055029999997 34.806152500000074, -86.847139 34.80645590000004, -86.84278189999995 34.80684340000004, -86.8389006 34.807188700000026, -86.83570259999998 34.807473100000045, -86.83208639999995 34.80779470000003, -86.8284712 34.807596100000055, -86.82458319999995 34.80738250000009, -86.82054219999999 34.80716050000009, -86.81762399999994 34.807759499999996, -86.81533870000003 34.80795330000006, -86.81293549999997 34.80813830000006, -86.80899799999995 34.80840310000006, -86.80627350000002 34.808586400000046, -86.80283269999994 34.80882830000005, -86.7995313 34.80906030000005, -86.79632209999994 34.80928590000011, -86.79254389999998 34.809551400000046, -86.78846649999997 34.809838000000035, -86.7848941999999 34.81008909999999, -86.78097479999995 34.81036450000007, -86.77443499999994 34.810824200000056, -86.77140139999996 34.81160490000006, -86.76732319999996 34.812654300000105, -86.76373789999998 34.81357700000005, -86.75933949999992 34.81470880000005, -86.75539119999993 34.81468100000002, -86.75170049999994 34.81465510000003, -86.74810619999992 34.8146298, -86.74426550000001 34.81460280000007, -86.74062789999991 34.81457730000008, -86.73778259999996 34.81455730000007, -86.73017829999995 34.81450380000008, -86.70544849999995 34.81433000000005, -86.70263459999997 34.814310800000044, -86.69980220000001 34.81428430000007, -86.69606859999996 34.81424030000005, -86.69232419999993 34.81422270000009, -86.68948149999991 34.81418960000007, -86.68547939999993 34.814143100000024, -86.68172409999991 34.814099400000025, -86.6783236319999 34.814099400000025, -86.6747412 34.81431000000005, -86.67050709999998 34.81457150000003, -86.66319828099999 34.815022984000024, -86.65941889999992 34.81502960000009, -86.65545989999994 34.815025900000045, -86.65131859999997 34.81502200000006, -86.64766000000002 34.81501850000006, -86.64445219999999 34.815015400000014, -86.64178289999994 34.815688700000045, -86.63808829999988 34.81662060000011, -86.63452249999997 34.817519900000015, -86.63037690000002 34.81856550000004, -86.62341279999994 34.82032190000006, -86.62007619999996 34.82116350000007, -86.61358539999995 34.82159639999999, -86.6106033 34.82179530000004, -86.57181349999993 34.824228700000056, -86.56811649999996 34.82443990000005, -86.56534849999993 34.82396430000003, -86.56293449999995 34.82290740000006, -86.56064219999992 34.82136040000003, -86.55739489999996 34.81916870000004, -86.55419989999992 34.81701230000003, -86.55133379999994 34.81507790000009, -86.54813019999996 34.81291560000007, -86.54467819999995 34.81058550000002, -86.54209329999998 34.80884070000005, -86.5389403 34.806712400000045, -86.53533599999996 34.80427940000004, -86.53319539999997 34.802834400000016, -86.53030599999997 34.80088380000005, -86.52762339999997 34.799072900000084, -86.52461534099994 34.79704216500003, -86.52176529999994 34.79706340000007, -86.52158584199991 34.79577877600008))",True
19303,True,,19303,101851,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2014.0,TENNESSEE VALLEY AUTHORITY,-999999.0,100-161,Y,TAP148187,TAP154387,6854.1764091501,"MULTILINESTRING ((-86.9827542 34.82611530000006, -86.98279119999992 34.82513480000005, -86.9827877 34.82429220000003, -86.98278189999996 34.823462000000085, -86.98280209999993 34.82280909999999, -86.98281839999993 34.822140000000076, -86.98283460000002 34.82156050000004, -86.98284619999998 34.820979000000044, -86.98285779999995 34.82040710000004, -86.98287829999994 34.819819900000006, -86.98408939999995 34.81983510000001, -86.98475119999998 34.81984270000001, -86.98540019999993 34.81984750000001, -86.9860753 34.819852200000064, -86.98677659999994 34.819862700000016, -86.98744769999993 34.81986460000005, -86.98820709999995 34.819871200000044, -86.98894439999994 34.81988550000005, -86.99041309999994 34.81989410000006, -86.99112949999991 34.81989980000001, -86.99187729999997 34.81990940000001, -86.99260990000002 34.81990940000001, -86.99334829999998 34.81991510000006, -86.9940926 34.81992080000003, -86.99483449999993 34.81992370000009, -86.99557530000003 34.81992940000004, -86.99636480000001 34.81993800000006, -86.99708939999992 34.81994620000007, -86.99783479999994 34.81995100000008, -86.99857329999995 34.81995960000004, -86.99935349999997 34.81996910000004, -87.00008499999993 34.819966200000096, -87.00063069999996 34.81997200000003, -87.00065509999992 34.81937530000004, -87.00067599999994 34.818807200000066, -87.00070149999998 34.818245700000055, -87.00096979999996 34.817972200000085, -87.00097619999997 34.81732680000006, -87.00102029999992 34.81613720000007, -87.0010319 34.815534700000065, -87.00105509999993 34.8149685000001, -87.00108999999995 34.81375220000009, -87.00112479999994 34.81261009999999, -87.00115499999993 34.811342300000064, -87.00118979999993 34.810076300000006, -87.00121299999996 34.80942230000004, -87.00123630000002 34.808781700000054, -87.00125949999995 34.80815440000003, -87.00127339999993 34.807597699999995, -87.00130590000002 34.80646320000008, -87.00133149999989 34.805441200000075, -87.00132449999994 34.80373850000003, -87.00131519999998 34.803074900000034, -87.00128969999994 34.80180690000003, -87.00128969999994 34.799911600000016, -87.00102259999994 34.799919200000026, -87.0010157 34.799272800000004, -87.0010157 34.79862440000008, -87.00101329999997 34.797997099999996, -87.00101099999998 34.797360200000064, -87.00101099999998 34.796748000000036, -87.00100169999993 34.795550500000054, -87.00099709999989 34.794913600000044, -87.00099709999989 34.79426710000009, -87.00099239999996 34.79364160000003, -87.00099479999997 34.79300660000009, -87.00098799999996 34.792369900000004, -87.00125539999996 34.79169750000005, -87.00124709999993 34.790961, -87.0012381 34.79063580000008))",True
